project,alpha,walks,capacity,graph,policy,far_threshold,prefetch_depth,start_node,avg_length,total_steps,auth_time,walk_time,auth_calls,cache_hit,cache_miss,hit_rate,is_length1,is_failed,source_log
bfs-degree,0.01,100,100,amazon0601,hybrid-lru,,,1,1.0,100,0.0,23.53323,0,0,0,0.0,True,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/hybrid-lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,hybrid-lru,,,2,18.91,1891,2.177623,27.119332,1464,1074,1464,0.4231678486997636,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/hybrid-lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,hybrid-lru,,,3,26.1,2610,3.063801,32.053103,1999,1296,1999,0.39332321699544764,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/hybrid-lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,hybrid-lru,,,4,44.5,4450,6.525142,30.840134,4282,1465,4282,0.25491560814337916,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/hybrid-lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,lru,,,0,42.21,4221,3.954098,29.940475,2443,1678,2443,0.4071827226401359,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,lru,,,1,1.0,100,0.0,23.710041,0,0,0,0.0,True,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,lru,,,2,18.91,1891,1.764404,26.813801,1191,1347,1191,0.5307328605200946,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,lru,,,3,26.1,2610,2.622866,31.463802,1730,1565,1730,0.47496206373292865,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,lru,,,4,44.5,4450,5.150576,29.425599,3430,2317,3430,0.40316686967113274,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/lru_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,none,,,0,42.21,4221,6.736971,32.541738,4121,0,4121,0.0,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/none_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,none,,,1,1.0,100,0.0,23.939135,0,0,0,0.0,True,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/none_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,none,,,2,18.91,1891,3.76885,28.84334,2538,0,2538,0.0,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/none_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,none,,,3,26.1,2610,5.01435,33.901515,3295,0,3295,0.0,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/none_100/amazon0601.log
bfs-degree,0.01,100,100,amazon0601,none,,,4,44.5,4450,8.59516,32.86053,5747,0,5747,0.0,False,False,base/auth-cache-bfs-degree/results/alpha0.01_walks100_capa100/amazon0601/base/none_100/amazon0601.log
